image_id,filename,relative_path,dataset_name,dataset_slug,source_type,product_domain,final_label,source_group,review_status,split
public_001552,industry_biscuit_cf7d8b92914c.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_cf7d8b92914c.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001553,industry_biscuit_d00cb89d0edc.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d00cb89d0edc.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001554,industry_biscuit_d014d562cf29.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d014d562cf29.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001555,industry_biscuit_d022b0f740fe.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d022b0f740fe.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001556,industry_biscuit_d03037125bb6.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d03037125bb6.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001557,industry_biscuit_d0777a9a6e52.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d0777a9a6e52.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001558,industry_biscuit_d09144813997.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d09144813997.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001559,industry_biscuit_d09494ebc283.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d09494ebc283.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001560,industry_biscuit_d109aa0c8f46.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d109aa0c8f46.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001561,industry_biscuit_d14545d7634b.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d14545d7634b.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001562,industry_biscuit_d161840cbd61.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d161840cbd61.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001563,industry_biscuit_d16ec79a22c3.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d16ec79a22c3.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001564,industry_biscuit_d16f638ff225.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d16f638ff225.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001565,industry_biscuit_d16f8bef1e75.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d16f8bef1e75.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001566,industry_biscuit_d185a9dd4c52.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d185a9dd4c52.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001567,industry_biscuit_d1abbea47ae1.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d1abbea47ae1.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001568,industry_biscuit_d1c412f585aa.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d1c412f585aa.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001569,industry_biscuit_d21f79db932d.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d21f79db932d.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001570,industry_biscuit_d22e5b199bda.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d22e5b199bda.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001571,industry_biscuit_d267dd11c12f.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d267dd11c12f.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001572,industry_biscuit_d2bd2b3debca.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d2bd2b3debca.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001573,industry_biscuit_d2e6fdc3ab04.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d2e6fdc3ab04.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001574,industry_biscuit_d2ea0a827bb4.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d2ea0a827bb4.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001575,industry_biscuit_d2f378782f93.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d2f378782f93.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001576,industry_biscuit_d2f838e6b1d9.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d2f838e6b1d9.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001577,industry_biscuit_d3559aa5c31e.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d3559aa5c31e.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001578,industry_biscuit_d3d22f605a6f.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d3d22f605a6f.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001579,industry_biscuit_d3fb81ce268e.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d3fb81ce268e.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001580,industry_biscuit_d48155f18aac.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d48155f18aac.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001581,industry_biscuit_d482f9fc0d6d.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d482f9fc0d6d.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001582,industry_biscuit_d489a7dbd865.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d489a7dbd865.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001583,industry_biscuit_d4931b256dda.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d4931b256dda.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001584,industry_biscuit_d4b1323c1cdf.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d4b1323c1cdf.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001585,industry_biscuit_d4c5b68d4e00.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d4c5b68d4e00.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001586,industry_biscuit_d4f3fd28fb4d.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d4f3fd28fb4d.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001587,industry_biscuit_d4f7349bd39a.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d4f7349bd39a.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001588,industry_biscuit_d50f3a76e7a3.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d50f3a76e7a3.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001589,industry_biscuit_d518598b414b.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d518598b414b.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001590,industry_biscuit_d54303f96b0d.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d54303f96b0d.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001591,industry_biscuit_d545e8520d9e.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d545e8520d9e.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001592,industry_biscuit_d56a5ef7c9d3.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d56a5ef7c9d3.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001593,industry_biscuit_d56d5f3c5e70.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d56d5f3c5e70.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001594,industry_biscuit_d5d633b7b3cb.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d5d633b7b3cb.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001595,industry_biscuit_d5f0caf56cc4.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d5f0caf56cc4.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001596,industry_biscuit_d5fcea667e25.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d5fcea667e25.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001597,industry_biscuit_d61190a2680b.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d61190a2680b.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001598,industry_biscuit_d64a9cfcf9d2.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d64a9cfcf9d2.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001599,industry_biscuit_d68a98b9848d.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d68a98b9848d.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001600,industry_biscuit_d7025644ed36.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d7025644ed36.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001601,industry_biscuit_d74133023924.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d74133023924.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001602,industry_biscuit_d76f94ea387d.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d76f94ea387d.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001603,industry_biscuit_d78b7cd3867b.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d78b7cd3867b.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001604,industry_biscuit_d7ad94528ddf.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d7ad94528ddf.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001605,industry_biscuit_d7afa519094c.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d7afa519094c.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001606,industry_biscuit_d7da6d027793.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d7da6d027793.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001607,industry_biscuit_d7e53a01da19.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d7e53a01da19.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001608,industry_biscuit_d7ef32e9d385.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d7ef32e9d385.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001609,industry_biscuit_d7f797196e6a.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d7f797196e6a.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001610,industry_biscuit_d8459a04b183.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d8459a04b183.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001611,industry_biscuit_d85daeb3c86b.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d85daeb3c86b.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001612,industry_biscuit_d8c5d2e7e16f.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d8c5d2e7e16f.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001613,industry_biscuit_d8ca40283918.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d8ca40283918.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001614,industry_biscuit_d91ff9ee2e5d.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d91ff9ee2e5d.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001615,industry_biscuit_d94fb740a397.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d94fb740a397.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001616,industry_biscuit_d9876f680862.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d9876f680862.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001617,industry_biscuit_d9e8b5bd8324.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_d9e8b5bd8324.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001618,industry_biscuit_da83fca4478e.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_da83fca4478e.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001619,industry_biscuit_da89882fa245.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_da89882fa245.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001620,industry_biscuit_da9b0b38fb00.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_da9b0b38fb00.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001621,industry_biscuit_daba57e89dda.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_daba57e89dda.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001622,industry_biscuit_dae2ca4ee079.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dae2ca4ee079.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001623,industry_biscuit_db58237816d8.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_db58237816d8.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001624,industry_biscuit_db8047ed4c78.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_db8047ed4c78.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001625,industry_biscuit_db85cfb3e680.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_db85cfb3e680.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001626,industry_biscuit_dbd00442fcc4.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dbd00442fcc4.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001627,industry_biscuit_dbd484dacbc2.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dbd484dacbc2.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001628,industry_biscuit_dbea63420f37.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dbea63420f37.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001629,industry_biscuit_dc0aeb37bd76.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dc0aeb37bd76.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001630,industry_biscuit_dc3ff1d2d6ac.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dc3ff1d2d6ac.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001631,industry_biscuit_dc8eda91892a.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dc8eda91892a.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001632,industry_biscuit_dca8ea8718cf.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dca8ea8718cf.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001633,industry_biscuit_dcb103ae6314.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dcb103ae6314.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001634,industry_biscuit_dcecc2101f97.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dcecc2101f97.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001635,industry_biscuit_dd040a9c0d21.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dd040a9c0d21.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001636,industry_biscuit_dd49c61077a2.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dd49c61077a2.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001637,industry_biscuit_dd945db0b7a0.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dd945db0b7a0.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001638,industry_biscuit_dd964f8fc26e.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dd964f8fc26e.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001639,industry_biscuit_dd9677871269.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dd9677871269.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001640,industry_biscuit_dda14e5ca478.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dda14e5ca478.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001641,industry_biscuit_dda6b440a0b4.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dda6b440a0b4.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001642,industry_biscuit_ddc90d72b158.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_ddc90d72b158.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001643,industry_biscuit_dde4077a023d.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dde4077a023d.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001644,industry_biscuit_de564a024b60.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_de564a024b60.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001645,industry_biscuit_de68912e26aa.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_de68912e26aa.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001646,industry_biscuit_de6a278731fc.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_de6a278731fc.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001647,industry_biscuit_de9241d83986.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_de9241d83986.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001648,industry_biscuit_de9c93dfa35b.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_de9c93dfa35b.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001649,industry_biscuit_dea352c893c5.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dea352c893c5.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001650,industry_biscuit_dea6e522760a.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dea6e522760a.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001651,industry_biscuit_ded71309b8fc.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_ded71309b8fc.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001652,industry_biscuit_deff1a847a1b.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_deff1a847a1b.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001653,industry_biscuit_df1f33431223.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_df1f33431223.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001654,industry_biscuit_df443b1ebbed.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_df443b1ebbed.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001655,industry_biscuit_df46d8c088db.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_df46d8c088db.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001656,industry_biscuit_df83d297ec21.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_df83d297ec21.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001657,industry_biscuit_df9d1fb72762.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_df9d1fb72762.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001658,industry_biscuit_dfb20a685ae7.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dfb20a685ae7.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001659,industry_biscuit_dfc75b23bf40.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dfc75b23bf40.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001660,industry_biscuit_dfdb7d56ceae.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dfdb7d56ceae.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001661,industry_biscuit_dff90e521d6e.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_dff90e521d6e.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001662,industry_biscuit_e0119bd16df7.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_e0119bd16df7.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001663,industry_biscuit_e03281e63f63.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_e03281e63f63.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001664,industry_biscuit_e044d539c37f.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_e044d539c37f.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001665,industry_biscuit_e0f7e574691c.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_e0f7e574691c.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001666,industry_biscuit_e10e14f20d25.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_e10e14f20d25.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001667,industry_biscuit_e15f045f0450.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_e15f045f0450.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001668,industry_biscuit_e15f72160740.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_e15f72160740.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001669,industry_biscuit_e178c796d1ae.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_e178c796d1ae.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
public_001670,industry_biscuit_e1b1104e7ab1.jpg,dataset/working/normalized/industry_biscuit/layak_jual/industry_biscuit_e1b1104e7ab1.jpg,IndustryBiscuit,industry_biscuit,public,biskuit_kukis,layak_jual,public_dataset,approved,
